anio,prevalencia_contactos,porcentaje_ninos,elegibles_tratamiento,year,e_tbhiv_prct,e_mort_exc_tbhiv_100k,e_mort_tbhiv_100k,c_cdr
2023,8.8,68.0,7.4,2001,0.14,0.65,0.01,86.0
2023,8.8,68.0,7.4,2002,0.15,0.63,0.01,87.0
2023,8.8,68.0,7.4,2003,0.18,0.6,0.01,87.0
2023,8.8,68.0,7.4,2004,0.22,0.84,0.02,87.0
2023,8.8,68.0,7.4,2005,0.27,0.39,0.02,87.0
2023,8.8,68.0,7.4,2006,0.34,0.35,0.03,87.0
2023,8.8,68.0,7.4,2007,0.42,0.52,0.04,87.0
2023,8.8,68.0,7.4,2008,0.5,0.53,0.04,87.0
2023,8.8,68.0,7.4,2009,0.59,0.17,0.05,87.0
2023,8.8,68.0,7.4,2010,0.68,0.29,0.06,88.0
2023,8.8,68.0,7.4,2011,0.77,0.29,0.07,87.0
2023,8.8,68.0,7.4,2012,0.86,0.29,0.07,87.0
2023,8.8,68.0,7.4,2013,0.91,0.29,0.09,87.0
2023,8.8,68.0,7.4,2014,0.94,0.29,0.08,87.0
2023,8.8,68.0,7.4,2015,0.95,0.29,0.07,87.0
2023,8.8,68.0,7.4,2016,0.97,0.29,0.07,87.0
2023,8.8,68.0,7.4,2017,0.98,0.29,0.09,87.0
2023,8.8,68.0,7.4,2018,0.97,0.29,0.07,87.0
2023,8.8,68.0,7.4,2019,2.2,0.29,0.06,87.0
2023,8.8,68.0,7.4,2020,1.0,0.32,0.08,54.0
2023,8.8,68.0,7.4,2021,0.41,0.26,0.11,61.0
2023,8.8,68.0,7.4,2022,0.38,0.25,0.11,67.0
2023,8.8,68.0,7.4,2023,1.1,0.24,0.1,71.0
2015,5.0,57.7183264775761,1000.0,2000,0.32,8.2,0.04,80.0
2015,5.0,57.7183264775761,1000.0,2001,0.29,8.0,0.04,80.0
2015,5.0,57.7183264775761,1000.0,2002,0.18,8.2,0.03,80.0
2015,5.0,57.7183264775761,1000.0,2003,0.28,8.4,0.05,80.0
2015,5.0,57.7183264775761,1000.0,2004,0.3,8.4,0.05,80.0
2015,5.0,57.7183264775761,1000.0,2005,0.34,8.8,0.07,80.0
2015,5.0,57.7183264775761,1000.0,2006,0.38,8.6,0.08,80.0
2015,5.0,57.7183264775761,1000.0,2007,0.43,8.6,0.09,80.0
2015,5.0,57.7183264775761,1000.0,2008,0.46,8.1,0.1,80.0
2015,5.0,57.7183264775761,1000.0,2009,0.5,8.4,0.11,80.0
2015,5.0,57.7183264775761,1000.0,2010,0.54,8.5,0.13,80.0
2015,5.0,57.7183264775761,1000.0,2011,0.59,8.0,0.14,79.0
2015,5.0,57.7183264775761,1000.0,2012,0.64,8.0,0.15,79.0
2015,5.0,57.7183264775761,1000.0,2013,0.68,7.4,0.15,79.0
2015,5.0,57.7183264775761,1000.0,2014,0.71,7.9,0.16,79.0
2015,5.0,57.7183264775761,1000.0,2015,0.73,8.1,0.17,79.0
2015,5.0,57.7183264775761,1000.0,2016,0.76,7.7,0.17,79.0
2015,5.0,57.7183264775761,1000.0,2017,0.79,7.6,0.17,79.0
2015,5.0,57.7183264775761,1000.0,2018,0.82,7.6,0.17,79.0
2015,5.0,57.7183264775761,1000.0,2019,0.83,6.6,0.13,80.0
2015,5.0,57.7183264775761,1000.0,2020,0.83,9.2,0.15,67.0
2015,5.0,57.7183264775761,1000.0,2021,0.83,6.3,0.11,78.0
2015,5.0,57.7183264775761,1000.0,2022,0.83,5.2,0.09,81.0
2015,5.0,57.7183264775761,1000.0,2023,0.83,4.0,0.07,86.0
2016,5.15,57.79177842381762,1000.0,2000,0.32,8.2,0.04,80.0
2016,5.15,57.79177842381762,1000.0,2001,0.29,8.0,0.04,80.0
2016,5.15,57.79177842381762,1000.0,2002,0.18,8.2,0.03,80.0
2016,5.15,57.79177842381762,1000.0,2003,0.28,8.4,0.05,80.0
2016,5.15,57.79177842381762,1000.0,2004,0.3,8.4,0.05,80.0
2016,5.15,57.79177842381762,1000.0,2005,0.34,8.8,0.07,80.0
2016,5.15,57.79177842381762,1000.0,2006,0.38,8.6,0.08,80.0
2016,5.15,57.79177842381762,1000.0,2007,0.43,8.6,0.09,80.0
2016,5.15,57.79177842381762,1000.0,2008,0.46,8.1,0.1,80.0
2016,5.15,57.79177842381762,1000.0,2009,0.5,8.4,0.11,80.0
2016,5.15,57.79177842381762,1000.0,2010,0.54,8.5,0.13,80.0
2016,5.15,57.79177842381762,1000.0,2011,0.59,8.0,0.14,79.0
2016,5.15,57.79177842381762,1000.0,2012,0.64,8.0,0.15,79.0
2016,5.15,57.79177842381762,1000.0,2013,0.68,7.4,0.15,79.0
2016,5.15,57.79177842381762,1000.0,2014,0.71,7.9,0.16,79.0
2016,5.15,57.79177842381762,1000.0,2015,0.73,8.1,0.17,79.0
2016,5.15,57.79177842381762,1000.0,2016,0.76,7.7,0.17,79.0
2016,5.15,57.79177842381762,1000.0,2017,0.79,7.6,0.17,79.0
2016,5.15,57.79177842381762,1000.0,2018,0.82,7.6,0.17,79.0
2016,5.15,57.79177842381762,1000.0,2019,0.83,6.6,0.13,80.0
2016,5.15,57.79177842381762,1000.0,2020,0.83,9.2,0.15,67.0
2016,5.15,57.79177842381762,1000.0,2021,0.83,6.3,0.11,78.0
2016,5.15,57.79177842381762,1000.0,2022,0.83,5.2,0.09,81.0
2016,5.15,57.79177842381762,1000.0,2023,0.83,4.0,0.07,86.0
2017,5.6,57.740258534524784,950.0,2000,0.32,8.2,0.04,80.0
2017,5.6,57.740258534524784,950.0,2001,0.29,8.0,0.04,80.0
2017,5.6,57.740258534524784,950.0,2002,0.18,8.2,0.03,80.0
2017,5.6,57.740258534524784,950.0,2003,0.28,8.4,0.05,80.0
2017,5.6,57.740258534524784,950.0,2004,0.3,8.4,0.05,80.0
2017,5.6,57.740258534524784,950.0,2005,0.34,8.8,0.07,80.0
2017,5.6,57.740258534524784,950.0,2006,0.38,8.6,0.08,80.0
2017,5.6,57.740258534524784,950.0,2007,0.43,8.6,0.09,80.0
2017,5.6,57.740258534524784,950.0,2008,0.46,8.1,0.1,80.0
2017,5.6,57.740258534524784,950.0,2009,0.5,8.4,0.11,80.0
2017,5.6,57.740258534524784,950.0,2010,0.54,8.5,0.13,80.0
2017,5.6,57.740258534524784,950.0,2011,0.59,8.0,0.14,79.0
2017,5.6,57.740258534524784,950.0,2012,0.64,8.0,0.15,79.0
2017,5.6,57.740258534524784,950.0,2013,0.68,7.4,0.15,79.0
2017,5.6,57.740258534524784,950.0,2014,0.71,7.9,0.16,79.0
2017,5.6,57.740258534524784,950.0,2015,0.73,8.1,0.17,79.0
2017,5.6,57.740258534524784,950.0,2016,0.76,7.7,0.17,79.0
2017,5.6,57.740258534524784,950.0,2017,0.79,7.6,0.17,79.0
2017,5.6,57.740258534524784,950.0,2018,0.82,7.6,0.17,79.0
2017,5.6,57.740258534524784,950.0,2019,0.83,6.6,0.13,80.0
2017,5.6,57.740258534524784,950.0,2020,0.83,9.2,0.15,67.0
2017,5.6,57.740258534524784,950.0,2021,0.83,6.3,0.11,78.0
2017,5.6,57.740258534524784,950.0,2022,0.83,5.2,0.09,81.0
2017,5.6,57.740258534524784,950.0,2023,0.83,4.0,0.07,86.0
2018,6.15,57.75669872081989,920.0,2000,0.32,8.2,0.04,80.0
2018,6.15,57.75669872081989,920.0,2001,0.29,8.0,0.04,80.0
2018,6.15,57.75669872081989,920.0,2002,0.18,8.2,0.03,80.0
2018,6.15,57.75669872081989,920.0,2003,0.28,8.4,0.05,80.0
2018,6.15,57.75669872081989,920.0,2004,0.3,8.4,0.05,80.0
2018,6.15,57.75669872081989,920.0,2005,0.34,8.8,0.07,80.0
2018,6.15,57.75669872081989,920.0,2006,0.38,8.6,0.08,80.0
2018,6.15,57.75669872081989,920.0,2007,0.43,8.6,0.09,80.0
2018,6.15,57.75669872081989,920.0,2008,0.46,8.1,0.1,80.0
2018,6.15,57.75669872081989,920.0,2009,0.5,8.4,0.11,80.0
2018,6.15,57.75669872081989,920.0,2010,0.54,8.5,0.13,80.0
2018,6.15,57.75669872081989,920.0,2011,0.59,8.0,0.14,79.0
2018,6.15,57.75669872081989,920.0,2012,0.64,8.0,0.15,79.0
2018,6.15,57.75669872081989,920.0,2013,0.68,7.4,0.15,79.0
2018,6.15,57.75669872081989,920.0,2014,0.71,7.9,0.16,79.0
2018,6.15,57.75669872081989,920.0,2015,0.73,8.1,0.17,79.0
2018,6.15,57.75669872081989,920.0,2016,0.76,7.7,0.17,79.0
2018,6.15,57.75669872081989,920.0,2017,0.79,7.6,0.17,79.0
2018,6.15,57.75669872081989,920.0,2018,0.82,7.6,0.17,79.0
2018,6.15,57.75669872081989,920.0,2019,0.83,6.6,0.13,80.0
2018,6.15,57.75669872081989,920.0,2020,0.83,9.2,0.15,67.0
2018,6.15,57.75669872081989,920.0,2021,0.83,6.3,0.11,78.0
2018,6.15,57.75669872081989,920.0,2022,0.83,5.2,0.09,81.0
2018,6.15,57.75669872081989,920.0,2023,0.83,4.0,0.07,86.0
2019,7.2,57.766890186751134,800.0,2000,0.32,8.2,0.04,80.0
2019,7.2,57.766890186751134,800.0,2001,0.29,8.0,0.04,80.0
2019,7.2,57.766890186751134,800.0,2002,0.18,8.2,0.03,80.0
2019,7.2,57.766890186751134,800.0,2003,0.28,8.4,0.05,80.0
2019,7.2,57.766890186751134,800.0,2004,0.3,8.4,0.05,80.0
2019,7.2,57.766890186751134,800.0,2005,0.34,8.8,0.07,80.0
2019,7.2,57.766890186751134,800.0,2006,0.38,8.6,0.08,80.0
2019,7.2,57.766890186751134,800.0,2007,0.43,8.6,0.09,80.0
2019,7.2,57.766890186751134,800.0,2008,0.46,8.1,0.1,80.0
2019,7.2,57.766890186751134,800.0,2009,0.5,8.4,0.11,80.0
2019,7.2,57.766890186751134,800.0,2010,0.54,8.5,0.13,80.0
2019,7.2,57.766890186751134,800.0,2011,0.59,8.0,0.14,79.0
2019,7.2,57.766890186751134,800.0,2012,0.64,8.0,0.15,79.0
2019,7.2,57.766890186751134,800.0,2013,0.68,7.4,0.15,79.0
2019,7.2,57.766890186751134,800.0,2014,0.71,7.9,0.16,79.0
2019,7.2,57.766890186751134,800.0,2015,0.73,8.1,0.17,79.0
2019,7.2,57.766890186751134,800.0,2016,0.76,7.7,0.17,79.0
2019,7.2,57.766890186751134,800.0,2017,0.79,7.6,0.17,79.0
2019,7.2,57.766890186751134,800.0,2018,0.82,7.6,0.17,79.0
2019,7.2,57.766890186751134,800.0,2019,0.83,6.6,0.13,80.0
2019,7.2,57.766890186751134,800.0,2020,0.83,9.2,0.15,67.0
2019,7.2,57.766890186751134,800.0,2021,0.83,6.3,0.11,78.0
2019,7.2,57.766890186751134,800.0,2022,0.83,5.2,0.09,81.0
2019,7.2,57.766890186751134,800.0,2023,0.83,4.0,0.07,86.0
2020,7.7,57.80510855138512,600.0,2000,0.32,8.2,0.04,80.0
2020,7.7,57.80510855138512,600.0,2001,0.29,8.0,0.04,80.0
2020,7.7,57.80510855138512,600.0,2002,0.18,8.2,0.03,80.0
2020,7.7,57.80510855138512,600.0,2003,0.28,8.4,0.05,80.0
2020,7.7,57.80510855138512,600.0,2004,0.3,8.4,0.05,80.0
2020,7.7,57.80510855138512,600.0,2005,0.34,8.8,0.07,80.0
2020,7.7,57.80510855138512,600.0,2006,0.38,8.6,0.08,80.0
2020,7.7,57.80510855138512,600.0,2007,0.43,8.6,0.09,80.0
2020,7.7,57.80510855138512,600.0,2008,0.46,8.1,0.1,80.0
2020,7.7,57.80510855138512,600.0,2009,0.5,8.4,0.11,80.0
2020,7.7,57.80510855138512,600.0,2010,0.54,8.5,0.13,80.0
2020,7.7,57.80510855138512,600.0,2011,0.59,8.0,0.14,79.0
2020,7.7,57.80510855138512,600.0,2012,0.64,8.0,0.15,79.0
2020,7.7,57.80510855138512,600.0,2013,0.68,7.4,0.15,79.0
2020,7.7,57.80510855138512,600.0,2014,0.71,7.9,0.16,79.0
2020,7.7,57.80510855138512,600.0,2015,0.73,8.1,0.17,79.0
2020,7.7,57.80510855138512,600.0,2016,0.76,7.7,0.17,79.0
2020,7.7,57.80510855138512,600.0,2017,0.79,7.6,0.17,79.0
2020,7.7,57.80510855138512,600.0,2018,0.82,7.6,0.17,79.0
2020,7.7,57.80510855138512,600.0,2019,0.83,6.6,0.13,80.0
2020,7.7,57.80510855138512,600.0,2020,0.83,9.2,0.15,67.0
2020,7.7,57.80510855138512,600.0,2021,0.83,6.3,0.11,78.0
2020,7.7,57.80510855138512,600.0,2022,0.83,5.2,0.09,81.0
2020,7.7,57.80510855138512,600.0,2023,0.83,4.0,0.07,86.0
2021,2.6,72.0,650.0,2000,0.32,8.2,0.04,80.0
2021,2.6,72.0,650.0,2001,0.29,8.0,0.04,80.0
2021,2.6,72.0,650.0,2002,0.18,8.2,0.03,80.0
2021,2.6,72.0,650.0,2003,0.28,8.4,0.05,80.0
2021,2.6,72.0,650.0,2004,0.3,8.4,0.05,80.0
2021,2.6,72.0,650.0,2005,0.34,8.8,0.07,80.0
2021,2.6,72.0,650.0,2006,0.38,8.6,0.08,80.0
2021,2.6,72.0,650.0,2007,0.43,8.6,0.09,80.0
2021,2.6,72.0,650.0,2008,0.46,8.1,0.1,80.0
2021,2.6,72.0,650.0,2009,0.5,8.4,0.11,80.0
2021,2.6,72.0,650.0,2010,0.54,8.5,0.13,80.0
2021,2.6,72.0,650.0,2011,0.59,8.0,0.14,79.0
2021,2.6,72.0,650.0,2012,0.64,8.0,0.15,79.0
2021,2.6,72.0,650.0,2013,0.68,7.4,0.15,79.0
2021,2.6,72.0,650.0,2014,0.71,7.9,0.16,79.0
2021,2.6,72.0,650.0,2015,0.73,8.1,0.17,79.0
2021,2.6,72.0,650.0,2016,0.76,7.7,0.17,79.0
2021,2.6,72.0,650.0,2017,0.79,7.6,0.17,79.0
2021,2.6,72.0,650.0,2018,0.82,7.6,0.17,79.0
2021,2.6,72.0,650.0,2019,0.83,6.6,0.13,80.0
2021,2.6,72.0,650.0,2020,0.83,9.2,0.15,67.0
2021,2.6,72.0,650.0,2021,0.83,6.3,0.11,78.0
2021,2.6,72.0,650.0,2022,0.83,5.2,0.09,81.0
2021,2.6,72.0,650.0,2023,0.83,4.0,0.07,86.0
2022,5.8,100.0,660.0,2000,0.32,8.2,0.04,80.0
2022,5.8,100.0,660.0,2001,0.29,8.0,0.04,80.0
2022,5.8,100.0,660.0,2002,0.18,8.2,0.03,80.0
2022,5.8,100.0,660.0,2003,0.28,8.4,0.05,80.0
2022,5.8,100.0,660.0,2004,0.3,8.4,0.05,80.0
2022,5.8,100.0,660.0,2005,0.34,8.8,0.07,80.0
2022,5.8,100.0,660.0,2006,0.38,8.6,0.08,80.0
2022,5.8,100.0,660.0,2007,0.43,8.6,0.09,80.0
2022,5.8,100.0,660.0,2008,0.46,8.1,0.1,80.0
2022,5.8,100.0,660.0,2009,0.5,8.4,0.11,80.0
2022,5.8,100.0,660.0,2010,0.54,8.5,0.13,80.0
2022,5.8,100.0,660.0,2011,0.59,8.0,0.14,79.0
2022,5.8,100.0,660.0,2012,0.64,8.0,0.15,79.0
2022,5.8,100.0,660.0,2013,0.68,7.4,0.15,79.0
2022,5.8,100.0,660.0,2014,0.71,7.9,0.16,79.0
2022,5.8,100.0,660.0,2015,0.73,8.1,0.17,79.0
2022,5.8,100.0,660.0,2016,0.76,7.7,0.17,79.0
2022,5.8,100.0,660.0,2017,0.79,7.6,0.17,79.0
2022,5.8,100.0,660.0,2018,0.82,7.6,0.17,79.0
2022,5.8,100.0,660.0,2019,0.83,6.6,0.13,80.0
2022,5.8,100.0,660.0,2020,0.83,9.2,0.15,67.0
2022,5.8,100.0,660.0,2021,0.83,6.3,0.11,78.0
2022,5.8,100.0,660.0,2022,0.83,5.2,0.09,81.0
2022,5.8,100.0,660.0,2023,0.83,4.0,0.07,86.0
2023,7.6,100.0,610.0,2000,0.32,8.2,0.04,80.0
2023,7.6,100.0,610.0,2001,0.29,8.0,0.04,80.0
2023,7.6,100.0,610.0,2002,0.18,8.2,0.03,80.0
2023,7.6,100.0,610.0,2003,0.28,8.4,0.05,80.0
2023,7.6,100.0,610.0,2004,0.3,8.4,0.05,80.0
2023,7.6,100.0,610.0,2005,0.34,8.8,0.07,80.0
2023,7.6,100.0,610.0,2006,0.38,8.6,0.08,80.0
2023,7.6,100.0,610.0,2007,0.43,8.6,0.09,80.0
2023,7.6,100.0,610.0,2008,0.46,8.1,0.1,80.0
2023,7.6,100.0,610.0,2009,0.5,8.4,0.11,80.0
2023,7.6,100.0,610.0,2010,0.54,8.5,0.13,80.0
2023,7.6,100.0,610.0,2011,0.59,8.0,0.14,79.0
2023,7.6,100.0,610.0,2012,0.64,8.0,0.15,79.0
2023,7.6,100.0,610.0,2013,0.68,7.4,0.15,79.0
2023,7.6,100.0,610.0,2014,0.71,7.9,0.16,79.0
2023,7.6,100.0,610.0,2015,0.73,8.1,0.17,79.0
2023,7.6,100.0,610.0,2016,0.76,7.7,0.17,79.0
2023,7.6,100.0,610.0,2017,0.79,7.6,0.17,79.0
2023,7.6,100.0,610.0,2018,0.82,7.6,0.17,79.0
2023,7.6,100.0,610.0,2019,0.83,6.6,0.13,80.0
2023,7.6,100.0,610.0,2020,0.83,9.2,0.15,67.0
2023,7.6,100.0,610.0,2021,0.83,6.3,0.11,78.0
2023,7.6,100.0,610.0,2022,0.83,5.2,0.09,81.0
2023,7.6,100.0,610.0,2023,0.83,4.0,0.07,86.0
2015,5.0,53.35542996424762,240.0,2000,21.0,75.0,12.0,33.0
2015,5.0,53.35542996424762,240.0,2001,19.0,70.0,22.0,42.0
2015,5.0,53.35542996424762,240.0,2002,18.0,60.0,19.0,54.0
2015,5.0,53.35542996424762,240.0,2003,18.0,55.0,18.0,60.0
2015,5.0,53.35542996424762,240.0,2004,18.0,63.0,22.0,54.0
2015,5.0,53.35542996424762,240.0,2005,20.0,67.0,27.0,52.0
2015,5.0,53.35542996424762,240.0,2006,22.0,50.0,24.0,67.0
2015,5.0,53.35542996424762,240.0,2007,9.0,77.0,14.0,52.0
2015,5.0,53.35542996424762,240.0,2008,24.0,64.0,35.0,54.0
2015,5.0,53.35542996424762,240.0,2009,9.0,84.0,16.0,48.0
2015,5.0,53.35542996424762,240.0,2010,24.0,68.0,39.0,50.0
2015,5.0,53.35542996424762,240.0,2011,14.0,74.0,23.0,51.0
2015,5.0,53.35542996424762,240.0,2012,25.0,61.0,37.0,54.0
2015,5.0,53.35542996424762,240.0,2013,24.0,54.0,33.0,60.0
2015,5.0,53.35542996424762,240.0,2014,23.0,61.0,35.0,53.0
2015,5.0,53.35542996424762,240.0,2015,21.0,56.0,31.0,58.0
2015,5.0,53.35542996424762,240.0,2016,20.0,57.0,30.0,56.0
2015,5.0,53.35542996424762,240.0,2017,19.0,64.0,32.0,50.0
2015,5.0,53.35542996424762,240.0,2018,9.6,60.0,12.0,60.0
2015,5.0,53.35542996424762,240.0,2019,7.6,53.0,8.2,65.0
2015,5.0,53.35542996424762,240.0,2020,12.0,55.0,8.8,58.0
2015,5.0,53.35542996424762,240.0,2021,12.0,51.0,8.8,55.0
2015,5.0,53.35542996424762,240.0,2022,7.7,53.0,9.3,55.0
2015,5.0,53.35542996424762,240.0,2023,7.9,52.0,8.7,52.0
2016,5.15,53.14216954563259,240.0,2000,21.0,75.0,12.0,33.0
2016,5.15,53.14216954563259,240.0,2001,19.0,70.0,22.0,42.0
2016,5.15,53.14216954563259,240.0,2002,18.0,60.0,19.0,54.0
2016,5.15,53.14216954563259,240.0,2003,18.0,55.0,18.0,60.0
2016,5.15,53.14216954563259,240.0,2004,18.0,63.0,22.0,54.0
2016,5.15,53.14216954563259,240.0,2005,20.0,67.0,27.0,52.0
2016,5.15,53.14216954563259,240.0,2006,22.0,50.0,24.0,67.0
2016,5.15,53.14216954563259,240.0,2007,9.0,77.0,14.0,52.0
2016,5.15,53.14216954563259,240.0,2008,24.0,64.0,35.0,54.0
2016,5.15,53.14216954563259,240.0,2009,9.0,84.0,16.0,48.0
2016,5.15,53.14216954563259,240.0,2010,24.0,68.0,39.0,50.0
2016,5.15,53.14216954563259,240.0,2011,14.0,74.0,23.0,51.0
2016,5.15,53.14216954563259,240.0,2012,25.0,61.0,37.0,54.0
2016,5.15,53.14216954563259,240.0,2013,24.0,54.0,33.0,60.0
2016,5.15,53.14216954563259,240.0,2014,23.0,61.0,35.0,53.0
2016,5.15,53.14216954563259,240.0,2015,21.0,56.0,31.0,58.0
2016,5.15,53.14216954563259,240.0,2016,20.0,57.0,30.0,56.0
2016,5.15,53.14216954563259,240.0,2017,19.0,64.0,32.0,50.0
2016,5.15,53.14216954563259,240.0,2018,9.6,60.0,12.0,60.0
2016,5.15,53.14216954563259,240.0,2019,7.6,53.0,8.2,65.0
2016,5.15,53.14216954563259,240.0,2020,12.0,55.0,8.8,58.0
2016,5.15,53.14216954563259,240.0,2021,12.0,51.0,8.8,55.0
2016,5.15,53.14216954563259,240.0,2022,7.7,53.0,9.3,55.0
2016,5.15,53.14216954563259,240.0,2023,7.9,52.0,8.7,52.0
2017,5.6,53.56026631659351,240.0,2000,21.0,75.0,12.0,33.0
2017,5.6,53.56026631659351,240.0,2001,19.0,70.0,22.0,42.0
2017,5.6,53.56026631659351,240.0,2002,18.0,60.0,19.0,54.0
2017,5.6,53.56026631659351,240.0,2003,18.0,55.0,18.0,60.0
2017,5.6,53.56026631659351,240.0,2004,18.0,63.0,22.0,54.0
2017,5.6,53.56026631659351,240.0,2005,20.0,67.0,27.0,52.0
2017,5.6,53.56026631659351,240.0,2006,22.0,50.0,24.0,67.0
2017,5.6,53.56026631659351,240.0,2007,9.0,77.0,14.0,52.0
2017,5.6,53.56026631659351,240.0,2008,24.0,64.0,35.0,54.0
2017,5.6,53.56026631659351,240.0,2009,9.0,84.0,16.0,48.0
2017,5.6,53.56026631659351,240.0,2010,24.0,68.0,39.0,50.0
2017,5.6,53.56026631659351,240.0,2011,14.0,74.0,23.0,51.0
2017,5.6,53.56026631659351,240.0,2012,25.0,61.0,37.0,54.0
2017,5.6,53.56026631659351,240.0,2013,24.0,54.0,33.0,60.0
2017,5.6,53.56026631659351,240.0,2014,23.0,61.0,35.0,53.0
2017,5.6,53.56026631659351,240.0,2015,21.0,56.0,31.0,58.0
2017,5.6,53.56026631659351,240.0,2016,20.0,57.0,30.0,56.0
2017,5.6,53.56026631659351,240.0,2017,19.0,64.0,32.0,50.0
2017,5.6,53.56026631659351,240.0,2018,9.6,60.0,12.0,60.0
2017,5.6,53.56026631659351,240.0,2019,7.6,53.0,8.2,65.0
2017,5.6,53.56026631659351,240.0,2020,12.0,55.0,8.8,58.0
2017,5.6,53.56026631659351,240.0,2021,12.0,51.0,8.8,55.0
2017,5.6,53.56026631659351,240.0,2022,7.7,53.0,9.3,55.0
2017,5.6,53.56026631659351,240.0,2023,7.9,52.0,8.7,52.0
2018,6.15,52.843487608802754,240.0,2000,21.0,75.0,12.0,33.0
2018,6.15,52.843487608802754,240.0,2001,19.0,70.0,22.0,42.0
2018,6.15,52.843487608802754,240.0,2002,18.0,60.0,19.0,54.0
2018,6.15,52.843487608802754,240.0,2003,18.0,55.0,18.0,60.0
2018,6.15,52.843487608802754,240.0,2004,18.0,63.0,22.0,54.0
2018,6.15,52.843487608802754,240.0,2005,20.0,67.0,27.0,52.0
2018,6.15,52.843487608802754,240.0,2006,22.0,50.0,24.0,67.0
2018,6.15,52.843487608802754,240.0,2007,9.0,77.0,14.0,52.0
2018,6.15,52.843487608802754,240.0,2008,24.0,64.0,35.0,54.0
2018,6.15,52.843487608802754,240.0,2009,9.0,84.0,16.0,48.0
2018,6.15,52.843487608802754,240.0,2010,24.0,68.0,39.0,50.0
2018,6.15,52.843487608802754,240.0,2011,14.0,74.0,23.0,51.0
2018,6.15,52.843487608802754,240.0,2012,25.0,61.0,37.0,54.0
2018,6.15,52.843487608802754,240.0,2013,24.0,54.0,33.0,60.0
2018,6.15,52.843487608802754,240.0,2014,23.0,61.0,35.0,53.0
2018,6.15,52.843487608802754,240.0,2015,21.0,56.0,31.0,58.0
2018,6.15,52.843487608802754,240.0,2016,20.0,57.0,30.0,56.0
2018,6.15,52.843487608802754,240.0,2017,19.0,64.0,32.0,50.0
2018,6.15,52.843487608802754,240.0,2018,9.6,60.0,12.0,60.0
2018,6.15,52.843487608802754,240.0,2019,7.6,53.0,8.2,65.0
2018,6.15,52.843487608802754,240.0,2020,12.0,55.0,8.8,58.0
2018,6.15,52.843487608802754,240.0,2021,12.0,51.0,8.8,55.0
2018,6.15,52.843487608802754,240.0,2022,7.7,53.0,9.3,55.0
2018,6.15,52.843487608802754,240.0,2023,7.9,52.0,8.7,52.0
2019,7.2,52.179320897968005,240.0,2000,21.0,75.0,12.0,33.0
2019,7.2,52.179320897968005,240.0,2001,19.0,70.0,22.0,42.0
2019,7.2,52.179320897968005,240.0,2002,18.0,60.0,19.0,54.0
2019,7.2,52.179320897968005,240.0,2003,18.0,55.0,18.0,60.0
2019,7.2,52.179320897968005,240.0,2004,18.0,63.0,22.0,54.0
2019,7.2,52.179320897968005,240.0,2005,20.0,67.0,27.0,52.0
2019,7.2,52.179320897968005,240.0,2006,22.0,50.0,24.0,67.0
2019,7.2,52.179320897968005,240.0,2007,9.0,77.0,14.0,52.0
2019,7.2,52.179320897968005,240.0,2008,24.0,64.0,35.0,54.0
2019,7.2,52.179320897968005,240.0,2009,9.0,84.0,16.0,48.0
2019,7.2,52.179320897968005,240.0,2010,24.0,68.0,39.0,50.0
2019,7.2,52.179320897968005,240.0,2011,14.0,74.0,23.0,51.0
2019,7.2,52.179320897968005,240.0,2012,25.0,61.0,37.0,54.0
2019,7.2,52.179320897968005,240.0,2013,24.0,54.0,33.0,60.0
2019,7.2,52.179320897968005,240.0,2014,23.0,61.0,35.0,53.0
2019,7.2,52.179320897968005,240.0,2015,21.0,56.0,31.0,58.0
2019,7.2,52.179320897968005,240.0,2016,20.0,57.0,30.0,56.0
2019,7.2,52.179320897968005,240.0,2017,19.0,64.0,32.0,50.0
2019,7.2,52.179320897968005,240.0,2018,9.6,60.0,12.0,60.0
2019,7.2,52.179320897968005,240.0,2019,7.6,53.0,8.2,65.0
2019,7.2,52.179320897968005,240.0,2020,12.0,55.0,8.8,58.0
2019,7.2,52.179320897968005,240.0,2021,12.0,51.0,8.8,55.0
2019,7.2,52.179320897968005,240.0,2022,7.7,53.0,9.3,55.0
2019,7.2,52.179320897968005,240.0,2023,7.9,52.0,8.7,52.0
2020,7.7,52.73175788775931,240.0,2000,21.0,75.0,12.0,33.0
2020,7.7,52.73175788775931,240.0,2001,19.0,70.0,22.0,42.0
2020,7.7,52.73175788775931,240.0,2002,18.0,60.0,19.0,54.0
2020,7.7,52.73175788775931,240.0,2003,18.0,55.0,18.0,60.0
2020,7.7,52.73175788775931,240.0,2004,18.0,63.0,22.0,54.0
2020,7.7,52.73175788775931,240.0,2005,20.0,67.0,27.0,52.0
2020,7.7,52.73175788775931,240.0,2006,22.0,50.0,24.0,67.0
2020,7.7,52.73175788775931,240.0,2007,9.0,77.0,14.0,52.0
2020,7.7,52.73175788775931,240.0,2008,24.0,64.0,35.0,54.0
2020,7.7,52.73175788775931,240.0,2009,9.0,84.0,16.0,48.0
2020,7.7,52.73175788775931,240.0,2010,24.0,68.0,39.0,50.0
2020,7.7,52.73175788775931,240.0,2011,14.0,74.0,23.0,51.0
2020,7.7,52.73175788775931,240.0,2012,25.0,61.0,37.0,54.0
2020,7.7,52.73175788775931,240.0,2013,24.0,54.0,33.0,60.0
2020,7.7,52.73175788775931,240.0,2014,23.0,61.0,35.0,53.0
